,No.,Course Code,Title,Credit,Pre-requisite,Available in 2022-2023,Available in 2023-2024,Semester offered in 2022-2023,Exam held in 2022-2023,Quota,Course Coordinator,Disciplinary Core Course,Disciplinary Elective,Capstone - Disciplinary Core Course,Capstone - Disciplinary Elective,Teachers
294,295,STAT3655,Survival analysis,6,"Pass in STAT3902, or already enrolled in this course; or
Pass in STAT3600 or STAT3901; and
Not for students who have passed in STAT3955, or already enrolled in this course.",Y,N,2,May,---,"Dr E K F Lam, Statistics & Actuarial Science",,"Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)
Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr E K F Lam,Statistics & Actuarial Science)"
295,296,STAT3799,Directed studies in statistics,6,"Pass in at least 24 credits of advanced level disciplinary core/elective courses in the Decision Analytics/Risk Management/Statistics Majors; and Not for students who have already enrolled in STAT4799 in this academic year.
This capstone course is only for students majoring in Decision Analytics/Risk Management/Statistics; and subject to the consent of course coordinator. This course is mutually exclusive with STAT4710.
The earliest that a student is allowed to take this capstone course is their year 3 study.",Y,Y,"1, 2",No exam,50,"Prof S M S Lee, Statistics & Actuarial Science",,,,"Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)","(Various teachers as the assessors of oral presentations and written reports,Statistics & Actuarial Science)"
296,297,STAT3901,Life contingencies I,6,"(Pass in STAT2602 and STAT3615) or
(Pass in STAT2902 and (Pass in STAT3902 or already enrolled in this course)) or
(Pass in STAT2602 and STAT2902)",Y,Y,1,Dec,---,"Prof K C Yuen, Statistics & Actuarial Science","BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)","Minor in Actuarial Studies (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Prof K C Yuen,Statistics & Actuarial Science)"
297,298,STAT3902,Statistical models,6,"Pass in STAT2901; and
Not for students who have passed in STAT2602, or already enrolled in this course; and
For BSc(Actuarial Science) students only.",Y,Y,1,Dec,---,"Dr D Y Zhang, Statistics & Actuarial Science","BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)",,,,"(Dr D Y Zhang,Statistics & Actuarial Science)"
298,299,STAT3903,Stochastic models,6,"Pass in STAT2901; and
Not for students who have passed in MATH3603, or have already enrolled in this course; and
Not for students who have passed in STAT3603, or have already enrolled in this course; and
For BSc(Actuarial Science) students only.",Y,Y,2,May,---,"Dr K Zhu, Statistics & Actuarial Science","BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)",,,,"(Dr K Zhu,Statistics & Actuarial Science)"
299,300,STAT3904,Corporate finance for actuarial science,6,"[(Pass in ACCT1101 and STAT2902) or (Pass in STAT3615)]; and
Not for students who have passed in FINA1310, or have already enrolled in this course.",Y,Y,2,May,---,"Dr D Lee, Statistics & Actuarial Science","BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)","Minor in Actuarial Studies (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr D Lee,Statistics & Actuarial Science)"
300,301,STAT3905,Introduction to financial derivatives,6,"Pass in STAT2902; and
Not for students who have passed in STAT3618, or have already enrolled in this course; and
Not for students who have passed in FINA2322, or have already enrolled in this course; and
For BSc(Actuarial Science) students only.",Y,Y,2,May,---,"Prof K C Cheung, Statistics & Actuarial Science","BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)",,,,"(Prof K C Cheung,Statistics & Actuarial Science)"
301,302,STAT3906,Risk theory I,6,"Pass in STAT3903, or already enrolled in this course; or
Pass in MATH3603 or STAT3603",Y,Y,1,Dec,---,"Prof K C Cheung, Statistics & Actuarial Science","BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)","Minor in Actuarial Studies (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Prof K C Cheung,Statistics & Actuarial Science)"
302,303,STAT3907,Linear models and forecasting,6,"Pass in STAT2602 or STAT3902, or already enrolled in this course; and
Not for students who have passed in STAT3600, or have already enrolled in this course; and
Not for students who have passed in STAT4601, or have already enrolled in this course; and
Not for students who have passed in ECON2280, or have already enrolled in this course; and
For BSc(Actuarial Science) students only.",Y,Y,2,May,---,"Dr E A L Li, Statistics & Actuarial Science","BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)",,,,"(Dr E A L Li,Statistics & Actuarial Science)"
303,304,STAT3908,Credibility theory and loss distributions,6,Pass in STAT2602 or STAT3902 or STAT3906,Y,Y,2,May,---,"TBC, Statistics & Actuarial Science","BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)","Minor in Actuarial Studies (2022,2021,2020,2019,2018,2017,2016,2015)",,,
304,305,STAT3909,Life contingencies II,6,"Pass in STAT3901, or already enrolled in this course; and
For BSc(Actuarial Science) students only.",Y,Y,2,May,---,"Dr D Lee, Statistics & Actuarial Science","BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)",,,,"(Dr D Lee,Statistics & Actuarial Science)"
305,306,STAT3910,Financial economics I,6,"Pass in STAT2602 or STAT3902; and
Not for students who have passed in STAT3618, or have already enrolled in this course; and
Not for students who have passed in FINA2322, or have already enrolled in this course.",Y,Y,1,Dec,---,"Prof H L Yang, Statistics & Actuarial Science","BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)","Minor in Actuarial Studies (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Prof H L Yang,Statistics & Actuarial Science)"
306,307,STAT3911,Financial economics II,6,Pass in MATH3603 or STAT3603 or STAT3903 or STAT3910,Y,Y,2,May,---,"Prof H L Yang, Statistics & Actuarial Science","BSc in Actuarial Science (2017,2016,2015)","BSc in Actuarial Science (2022,2021,2020,2019,2018)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Actuarial Studies (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Prof H L Yang,Statistics & Actuarial Science)"
307,308,STAT3951,Further topics in contingencies,6,"Pass in STAT3909; and
Pass in STAT3910, or already enrolled in this course; and
For BSc(Actuarial Science) students only.",Y,N,1,Dec,---,"Dr D Lee, Statistics & Actuarial Science",,"BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr D Lee,Statistics & Actuarial Science)"
308,309,STAT3953,Fundamentals of actuarial practice,6,Pass in STAT3901.,Y,Y,2,May,---,"Dr K P Wat, Statistics & Actuarial Science",,"BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Actuarial Studies (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr K P Wat,Statistics & Actuarial Science)"
309,310,STAT3956,Pension funds and pension mathematics,6,"Pass in STAT3909; and
For BSc(Actuarial Science) students only.",Y,Y,2,May,---,"TBC, Statistics & Actuarial Science",,"BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(TBC,Statistics & Actuarial Science)"
310,311,STAT4011,Natural language processing,6,"Pass in STAT2602 and (COMP2113 or COMP2119 or COMP2396).
Recommended: familiarity with deep learning or machine learning; strong programming skills (e.g., Python)",Y,Y,2,May,15,"Dr A S M Lau, Statistics & Actuarial Science",,"Major in Decision Analytics (2022,2021,2020,2019,2018,2017)",,,"(Dr A S M Lau,Statistics & Actuarial Science)"
311,312,STAT4601,Time-series analysis,6,"Pass in STAT3600; and
Not for students who have passed in STAT3614, or have already enrolled in this course; and
Not for students who have passed in STAT3907, or have already enrolled in this course.",Y,Y,1,Dec,---,"Prof G Li, Statistics & Actuarial Science","Major in Risk Management (2015)
Major in Statistics (2015)","Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)
Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016)
Minor in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Prof G Li,Statistics & Actuarial Science)"
312,313,STAT4602,Multivariate data analysis,6,Pass in STAT3600 or STAT3907,Y,Y,2,May,50,"Prof G Li, Statistics & Actuarial Science","Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)","Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)
BSc in Actuarial Science (2017,2016,2015)
Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Prof G Li,Statistics & Actuarial Science)"
313,314,STAT4603,Current topics in risk management,6,Pass in (STAT3618 or FINA2322),Y,Y,1,Dec,---,"Dr O T K Choi, Statistics & Actuarial Science",,"Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr O T K Choi,Statistics & Actuarial Science)"
314,315,STAT4607,Credit risk analysis,6,Pass in STAT3618 or STAT3905 or STAT3910 or (FINA2322 and any University level 3 course),Y,Y,2,May,---,"Dr K P Wat, Statistics & Actuarial Science",,"BSc in Actuarial Science (2019,2018,2017,2016,2015)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr K P Wat,Statistics & Actuarial Science)"
315,316,STAT4608,Market risk analysis,6,"Pass in STAT3907 and STAT3910; or
Pass in STAT4601 and (FINA2320 or STAT3609)",Y,Y,2,May,---,"Dr Z Zhang, Statistics & Actuarial Science",,"BSc in Actuarial Science (2019,2018,2017,2016,2015)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr Z Zhang,Statistics & Actuarial Science)"
316,317,STAT4609,Big data analytics,6,Pass in STAT3612 or STAT4904,Y,Y,2,No exam,50,"Dr M M Y Zhang, Statistics & Actuarial Science","Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)",,,,"(Dr M M Y Zhang,Statistics & Actuarial Science)"
317,318,STAT4610,Bayesian learning,6,Pass in STAT3600 or STAT3602 or STAT3603 or STAT3902,Y,Y,1,Dec,,"Prof G Yin, Statistics & Actuarial Science",,"Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)
Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016)",,,"(Prof G Yin,Statistics & Actuarial Science)"
318,319,STAT4710,Capstone experience for statistics undergraduates,6,"Students are expected to have satisfactorily completed at least 24 credits of advanced level disciplinary core/elective courses in the Decision Analytics/Risk Management/Statistics Majors. Students who are interested in taking the course should submit their applications to the Department.
This capstone course is only for students majoring in Decision Analytics/Risk Management/Statistics, and is mutually exclusive with STAT3799, STAT4766 and STAT4799.
The earliest that a student is allowed to take this capstone course is their year 3 study.",Y,Y,"1, 2",No exam,50,"Prof G Yin, Statistics & Actuarial Science",,,,"Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)","(Various teachers as the assessors of oral presentations and written reports,Statistics & Actuarial Science)"
319,320,STAT4711,Capstone experience for actuarial science undergraduates,6,"Pass in at least 24 credits of advanced level disciplinary core/elective courses in BSc(Actuarial Science) programme including (Pass in STAT3901, or already enrolled in this course; or
Pass in STAT3909, or already enrolled in this course); and
This capstone course is only for BSc(Actuarial Science) students, and is mutually exclusive with STAT4767 and STAT4798.
The earliest that a student is allowed to take this capstone course is their year 3 study.",Y,Y,"1, 2",No exam,50,"Prof G Yin, Statistics & Actuarial Science",,,,"BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)","(Various teachers as the assessors of oral presentations and written reports,Statistics & Actuarial Science)"
320,321,STAT4766,Statistics internship,6,"Pass in at least 24 credits of advanced level disciplinary core/elective courses in the Decision Analytics/Risk Management/Statistics Majors.
This capstone course is only for students majoring in Decision Analytics/Risk Management/Statistics; and is mutually exclusive with STAT4710.
The earliest that a student is allowed to take this capstone course is their year 3 study.",Y,Y,"1, 2, S",No exam,---,"Dr C W Kwan, Statistics & Actuarial Science",,,,"Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)","(Various teachers as the assessors of oral presentations and written reports,Statistics & Actuarial Science)"
321,322,STAT4767,Actuarial science internship,6,"Pass in at least 24 credits of advanced level disciplinary core/elective courses in BSc(Actuarial Science) programme including STAT3901; and
This capstone course is only for BSc(Actuarial Science) students; and is mutually exclusive with STAT4711.
The earliest that a student is allowed to take this capstone course is their year 3 study.",Y,Y,"1, 2",No exam,---,"Dr K P Wat, Statistics & Actuarial Science",,,,"BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)","(Various teachers as the assessors of oral presentations and written reports,Statistics & Actuarial Science)"
322,323,STAT4798,Statistics and actuarial science project,6,"Pass in at least 24 credits of advanced level disciplinary core/elective courses in BSc(Actuarial Science) programme including STAT3902 and STAT3907; and
Pass or already enrolled in at least one of the following courses: STAT3911, STAT4602, STAT4904; and
This capstone course is only for BSc(Actuarial Science) students; and subject to the consent of course coordinator.
This course is mutually exclusive with STAT4711.
The earliest that a student is allowed to take this capstone course is their year 3 study.",Y,Y,"1, 2",No exam,50,"Prof S M S Lee, Statistics & Actuarial Science",,,,"BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)","(Various teachers as the assessors of oral presentations and written reports,Statistics & Actuarial Science)"
323,324,STAT4799,Statistics project,12,"Pass in at least 24 credits of advanced level disciplinary core/elective courses in the Decision Analytics/Risk Management/Statistics Majors including STAT3600; and
Pass or already enrolled in at least one of the following courses: STAT3612, STAT3911, STAT4601, STAT4602; and
Not for students who have already enrolled in STAT3799 in this academic year.
This capstone course is only for students majoring in Decision Analytics/Risk Management/Statistics; and subject to the consent of course coordinator.
This course is mutually exclusive with STAT4710.
The earliest that a student is allowed to take this capstone course is their year 3 study.",Y,Y,0,No exam,50,"Prof S M S Lee, Statistics & Actuarial Science",,,,"Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)","(Various teachers as the assessors of oral presentations and written reports,Statistics & Actuarial Science)"
324,325,STAT4903,Actuarial techniques for general insurance,6,Pass in STAT3906,Y,Y,1,Dec,---,"Dr D Lee, Statistics & Actuarial Science",,"BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Actuarial Studies (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr D Lee,Statistics & Actuarial Science)"
325,326,STAT4904,Statistical learning for risk modelling,6,"Pass in STAT3907 or STAT3600; and
Not for students who have passed in STAT3612, or already enrolled in this course; and
For BSc(Actuarial Science) students only.",Y,Y,2,May,---,"Dr M M Y Zhang, Statistics & Actuarial Science","BSc in Actuarial Science (2022,2021,2020,2019,2018)","BSc in Actuarial Science (2017,2016,2015)",,,"(Dr M M Y Zhang,Statistics & Actuarial Science)"
326,327,STAT7609,Research methods in statistics,6,Pass in STAT3600 or STAT3907,Y,Y,1,Dec,---,"Dr K Zhu, Statistics & Actuarial Science",,,,,"(Dr K Zhu,Statistics & Actuarial Science)"
327,328,STAT7610,Advanced probability,6,Pass in STAT3603 or STAT3903,Y,Y,1,Dec,---,"Prof H L Yang, Statistics & Actuarial Science",,,,,"(Prof H L Yang,Statistics & Actuarial Science)"
328,329,STAT7614,Advanced statistical modelling,6,Pass in STAT3600 or STAT3907,Y,Y,2,May,---,"Dr C Wang, Statistics & Actuarial Science",,,,,"(Dr C Wang,Statistics & Actuarial Science)"
329,330,CCGL9016,Feeding the World,6,NIL,Y,Y,1,No exam,120,"Dr G V Akom, Faculty",,,,,
330,331,CCGL9033,"Weapons of Mass Destruction: Science, Proliferation and Terrorism",6,NIL,Y,Y,2,No exam,120,"Dr K H Lemke, Earth Sciences",,,,,
331,332,CCGL9059,Water in a Changing World,6,,Y,Y,2,No exam,,Dr G V Akom,,,,,
332,333,CCST9012,Our Place in the Universe,6,NIL,Y,Y,2,May,120,"Dr T D Wotherspoon, Faculty",,,,,
333,334,CCST9013,Our Living Environment,6,NIL,Y,Y,1,No exam,120,"Dr S C Chang, Earth Sciences",,,,,
334,335,CCST9014,Science and Music,6,NIL,Y,Y,2,No exam,120,"Dr J C S Pun, Physics",,,,,
335,336,CCST9017,Hidden Order in Daily Life: A Mathematical Perspective,6,NIL,Y,Y,1,No exam,120,"Prof T W Ng, Mathematics",,,,,
336,337,CCST9019,Understanding Climate Change,6,NIL,Y,Y,1,No exam,120,"Dr J Kaplan, Earth Sciences",,,,,
337,338,CCST9022,"How the Mass Media Depicts Science, Technology and the Natural World",6,NIL,Y,Y,1,No exam,120,"Prof H F Chau, Physics",,,,,
338,339,CCST9023,The Oceans: Science and Society,6,NIL,Y,Y,1,No exam,120,"Dr M C Cheung, Earth Sciences",,,,,
339,340,CCST9026,Scientific Revolutions: Their Continuing Impact on Our World and Society,6,NIL,Y,Y,1,No exam,120,"Prof Q A Parker, Physics",,,,,
340,341,CCST9030,"Forensic Science: Unmasking Evidence, Mysteries and Crimes",6,NIL,Y,Y,1,No exam,120,"Prof Z X Guo, Faculty",,,,,
341,342,CCST9036,"Frontiers in Materials: Civilisation, Industry, and Well-Being",6,NIL,Y,Y,2,No exam,120,"Prof Z X Guo, Chemistry",,,,,
342,343,CCST9037,Mathematics: A Cultural Heritage,6,NIL,Y,Y,1,No exam,120,"Dr B R Kane, Mathematics",,,,,
343,344,CCST9038,Science and Science Fiction,6,NIL,Y,Y,2,No exam,120,"Prof A B Djurisic, Physics",,,,,
344,345,CCST9045,The Science and Lore of Culinary Culture,6,NIL,Y,Y,2,No exam,120,"Dr A M Y Yuen, Chemistry",,,,,
345,346,CCST9048,Simplifying Complexity,6,NIL,Y,Y,1,No exam,120,"Dr T D Wotherspoon, Faculty",,,,,
346,347,CCST9051,What are We Made of - the Fundamental Nature of Matter,6,NIL,Y,Y,1,No exam,120,"Dr J C S Pun, Physics",,,,,
347,348,CCST9054,"War, Peace, and the Natural World",6,NIL,Y,Y,S,No exam,120,"Dr D M Baker, Biological Sciences",,,,,
348,349,CCST9056,The Force is with You: How Things Work,6,NIL,Y,Y,1,No exam,120,"Dr F C C Ling, Physics",,,,,
349,350,CCST9067,Leaving Earth: Our Future in Space,6,NIL,Y,Y,2,No exam,120,"Dr J R Michalski, Earth Sciences",,,,,
350,351,CCST9068,Artificial Intelligence: Utopia or Dystopia?,6,NIL,Y,Y,2,No exam,120,"Dr R K W Lui, Faculty",,,,,
