,Course Title,Course Description,Subject Domain,Course Code
86,Chemical Reaction Engineering,"Chemical kinetics; chemical reactor design; the interrelationship between transport, thermodynamics, and chemical reaction in open and closed systems. 3 undergraduate hours. 3 graduate hours. Prerequisite: Credit or registration in CHBE 422.",Biology,CHBE424
87,Unit Operations Laboratory,"Experiments and computation in fluid mechanics, heat transfer, mass transfer, and chemical reaction engineering. Exercises in effective Chemical and Biomolecular Engineering communications. 4 undergraduate hours. 4 graduate hours. Prerequisite: CHBE 422; credit or concurrent registration in CHBE 424; senior standing in Chemical and Biomolecular Engineering.",Biology,CHBE430
88,Process Design,"Capstone design course where students apply principles from previous courses to the design of complete chemical process systems. Topics include: techniques used in the synthesis and analysis of chemical processes, process simulation and optimization, effective communication in a chemical process engineering environment. 4 undergraduate hours. 4 graduate hours. Prerequisite: CHBE 422; credit or concurrent registration in CHBE 424.",Biology,CHBE431
89,Process Control and Dynamics,"Techniques used in the analysis of process dynamics and in the design of process control systems. Laplace transforms, stability analysis, and frequency response methods. 3 undergraduate hours. 3 graduate hours. Prerequisite: CHBE 421; MATH 284 OR MATH 285 OR MATH 286; CS 101. Restricted to students with senior standing in Chemical and Biomolecular Engineering.",Biology,CHBE440
90,Synthetic Nanomaterials,"Study of the concepts related to the fundamentals and practical methods for the preparation of nanostructured materials. Classical nucleation and growth, interfacial science, crystal structures, and characterization techniques are among some of the topics covered. The emphasis will be placed on the processing controls of size, shape (dot, wire, and two-dimensional materials), facet, composition, and hierarchical structure. Students will also be exposed to related current topics, including the applications of nanoparticles in energy, sustainability, and biotechnology. 3 undergraduate hours. No graduate credit. Prerequisite: CHEM 102 and CHEM 104 or equivalents.",Biology,CHBE458
91,Tissue Engineering,"Principles and practices of Chemical Engineering will be applied to the topic of tissue engineering. Topics include: methods for employing selected cells, biomaterial scaffolds, soluble regulators or their genes, and mechanical loading and culture conditions for regenerative repair of tissues and organs in vitro and in vivo; understanding intrinsic wound healing processes; quantifying cell behaviors/phenotypes; regulatory compliance and clinical translation. 3 undergraduate hours. 3 graduate hours. Prerequisites: CHBE 421 and CHBE 422, or consent of instructor.",Biology,CHBE475
92,Biotransport,"Investigates the critical roles the transports of mass, energy and momentum play in the function of living systems at varied levels (e.g., cells , tissues, and organs) and time scales. Transport phenomena are also central to the design and operation of devices for biological research, imaging, biochemical processes, and therapeutic interventions including drug delivery, gene therapy and tissue engineering. Students will explore conservation laws of mass, energy, and momentum to mathematically describe cell and molecular biology, immunology, physiology and biomedical engineering systems. 3 undergraduate hours. No graduate credit. Prerequisites: CHBE 421 and CHBE 422 or consent of instructor.",Biology,CHBE476
93,Special Topics,"Study of topics in chemical engineering; content varies from term to term. Typical topics include optimization, chemical kinetics, phase equilibrium, biochemical engineering, kinetic theory, and transport properties. 1 to 3 undergraduate hours. 1 to 3 graduate hours. May be repeated.  Prerequisite: Senior standing in Chemical and Biomolecular Engineering or consent of instructor.",Biology,CHBE494
94,Individual Study for Seniors,Individual study of problems related to Chemical and Biomolecular Engineering. 1 to 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Senior standing and consent of instructor.,Biology,CHBE497
95,Senior Thesis,"Limited in general to seniors in the curriculum in chemical and biomolecular engineering. Any others must have the consent of the head of the department. Each student taking the course must register in a minimum of 5 hours either in one term or divided over two terms. A maximum registration of 10 hours in two terms is permitted. 1 to 6 undergraduate hours. No graduate credit. In order to receive credit, a thesis must be presented by each student registered in CHBE 499.",Biology,CHBE499
96,Graduate CHBE Internship,Full-time practice of chemical engineering in an off-campus industrial setting or research laboratory environment. Summary report required. Students must have received internship offer prior to enrolling in this course. 0 graduate hours. No professional credit. Approved for S/U grading only. May be repeated if student is selected for additional work terms. Prerequisite: Graduate standing only.,Biology,CHBE510
